鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
板橋區,房地(土地+建物)+車位,新北市板橋區忠孝路,15.3,住,,,1110901,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.74,2,2,2,有,無,18130000,176648,坡道平面,35.41,2350000,,RPUNMLRJRHHGFAF68CB,東瑩日光,A棟5-8F號
土城區,房地(土地+建物)+車位,新北市土城區莊園街11號旁,30.38,住,,,1110903,土地1建物1車位1,十八層,33,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,190.4,4,2,2,有,無,30100000,179502,坡道平面,34.97,2200000,,RPXNMLRJRHHGFAF98CB,大同莊園III,A棟A3-18F號
土城區,房地(土地+建物)+車位,新北市土城區莊園街11號旁,30.38,住,,,1110903,土地1建物1車位1,二十六層,33,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,190.4,4,2,2,有,無,30700000,183041,坡道平面,34.97,2250000,,RPOOMLRJRHHGFAF18CB,大同莊園III,A棟A3-26F號
土城區,房地(土地+建物),新北市土城區莊園街11號旁,19.05,住,,,1110903,土地1建物1車位0,二十四層,33,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,97.11,3,2,2,有,無,17880000,184121,,0.0,0,,RPPOMLRJRHHGFAF28CB,大同莊園III,A棟A6-24F號
土城區,房地(土地+建物)+車位,新北市土城區莊園街11號旁,27.26,住,,,1110903,土地1建物1車位1,二十層,33,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,174.41,3,2,2,有,無,26800000,176420,坡道平面,34.97,2200000,,RPQOMLRJRHHGFAF38CB,大同莊園III,A棟A9-20F號
土城區,房地(土地+建物)+車位,新北市土城區莊園街11號旁,18.06,住,,,1110903,土地1建物1車位1,七層,30,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,127.23,2,2,2,有,無,19210000,187080,坡道平面,34.97,1950000,,RPSOMLRJRHHGFAF58CB,大同莊園III,C棟C3-07F號
土城區,房地(土地+建物),新北市土城區莊園街11號旁,15.76,住,,,1110903,土地1建物1車位0,五層,30,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,80.58,2,2,1,有,無,14160000,175726,,0.0,0,,RPTOMLRJRHHGFAF68CB,大同莊園III,C棟C7-05F號
土城區,房地(土地+建物)+車位,新北市土城區學士路,12.4,住,,,1110903,土地9建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.79,2,2,1,有,無,15220000,171131,坡道平面,24.0,2250000,,RPVOMLRJRHHGFAF88CB,新潤青樺,C棟C1-10F號
土城區,房地(土地+建物)+車位,新北市土城區學海街,20.56,住,,,1110903,土地3建物1車位1,二層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,147.19,3,2,2,有,無,20660000,171758,坡道平面,41.46,2500000,,RPQNMLSJRHHGFAF38CB,芊樾,A3-02F號
土城區,房地(土地+建物)+車位,新北市土城區學海街,21.42,住,,,1110903,土地3建物1車位1,三層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,151.59,3,2,2,有,無,21490000,172433,坡道平面,41.46,2500000,,RPRNMLSJRHHGFAF48CB,芊樾,A8-03F號
新莊區,房地(土地+建物)+車位,新北市新莊區富貴路與昌仁路交界口,19.81,商,,,1110903,土地6建物1車位1,五層,23,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,179.49,3,2,2,有,無,32580000,200093,坡道平面,29.06,2480000,,RPRNMLSJRHHGFBF58CB,亞昕森中央,A2棟5號
林口區,房地(土地+建物)+車位,新北市林口區仁愛二路,16.08,住,,,1110902,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.38,2,2,2,有,無,14280000,145642,坡道平面,26.78,2250000,,RPUNMLSJRHHGFBF88CB,立軒天翠,A棟6號
林口區,房地(土地+建物)+車位,新北市林口區仁愛二路,22.49,住,,,1110903,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.33,3,2,2,有,無,19370000,146430,坡道平面,26.78,2450000,,RPVNMLSJRHHGFBF98CB,立軒天翠,A棟3號
林口區,房地(土地+建物)+車位,新北市林口區仁愛二路,22.38,住,,,1110908,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.78,3,2,2,有,無,19270000,146261,坡道平面,26.78,2450000,,RPOOMLSJRHHGFBF38CB,立軒天翠,A棟1號
林口區,房地(土地+建物)+車位,新北市林口區仁愛二路,14.38,住,,,1110903,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.61,2,2,2,有,無,13270000,148585,坡道平面,26.78,2300000,,RPQOMLSJRHHGFBF58CB,立軒天翠,A棟2號
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段、仁愛一路口,9.58,商,,,1110906,土地1建物1車位1,十層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.6,2,2,2,有,無,17300000,163465,坡道平面,26.39,1900000,,RPUOMLSJRHHGFBF98CB,九揚華都,A棟2號
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段上,12.9,商,,,1110906,土地4建物1車位1,二十一層,23,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,154.64,3,2,2,有,無,21900000,157109,坡道平面,27.34,1900000,,RPVOMLSJRHHGFBF09CB,亞昕昕銀座,A3棟21號
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段上,16.37,商,,,1110903,土地4建物1車位1,十五層,23,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,188.95,3,2,2,有,無,25800000,147887,坡道平面,27.34,1900000,,RPWOMLSJRHHGFBF56CB,亞昕昕銀座,A5棟15號
三重區,房地(土地+建物)+車位,新北市三重區頂文路1-1號,15.97,住,,,1110901,土地5建物1車位1,十五層,25,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,106.13,2,2,1,有,無,17410000,206310,坡道平面,33.86,2500000,,RPSNMLSJRHHGFGF56CB,新濠漾II 紐約公園,A7棟15號
三重區,房地(土地+建物)+車位,新北市三重區頂文路1-1號,23.14,住,,,1110901,土地5建物1車位1,三層,25,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,138.68,3,2,2,有,無,22070000,186701,坡道平面,33.86,2500000,,RPTNMLSJRHHGFGF66CB,新濠漾II 紐約公園,A1棟3號
三重區,房地(土地+建物)+車位,新北市三重區頂文路1-1號,23.18,住,,,1110903,土地5建物1車位2,二十四層,25,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,172.54,3,2,2,有,無,25790000,202156,坡道平面,67.72,4600000,,RPUNMLSJRHHGFGF76CB,新濠漾II 紐約公園,A8棟24號
淡水區,房地(土地+建物),新北市淡水區沙崙路二段、新市六路一段交叉口,11.97,商,,,1110906,土地1建物1車位0,十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.28,3,2,2,有,無,8690000,89330,,0.0,0,,RPRNMLTJRHHGFEF98CB,名軒海樂地,E棟7-12號
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路二段、新市六路一段交叉口,11.97,商,,,1110905,土地1建物1車位1,十一層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.43,3,2,2,有,無,9910000,88353,坡道平面,34.98,1300000,,RPRNMLKKRHHGFEF18CB,名軒海樂地,F棟7-11號
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路二段、新市六路一段交叉口,12.78,商,,,1110907,土地1建物1車位1,五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.99,2,2,2,有,無,9550000,80281,坡道平面,34.98,1200000,,RPTNMLKKRHHGFEF38CB,名軒海樂地,F棟3-5號
淡水區,房地(土地+建物),新北市淡水區沙崙路二段、新市六路一段交叉口,14.04,商,,,1110901,土地1建物1車位0,七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.7,2,2,2,有,無,8690000,75763,,0.0,0,,RPUNMLKKRHHGFEF48CB,名軒海樂地,G棟9-7號
淡水區,房地(土地+建物),新北市淡水區沙崙路二段、新市六路一段交叉口,12.93,商,,,1110908,土地1建物1車位0,十層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.0,2,2,2,有,無,9070000,86381,,0.0,0,,RPVNMLKKRHHGFEF58CB,名軒海樂地,F棟6-10號
淡水區,房地(土地+建物),新北市淡水區沙崙路二段、新市六路一段交叉口,9.93,商,,,1110903,土地1建物1車位0,十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.35,2,2,1,有,無,7020000,86294,,0.0,0,,RPXNMLKKRHHGFEF78CB,名軒海樂地,H棟2-12號
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路二段、新市六路一段,17.19,商,,,1110903,土地1建物1車位1,八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,175.82,3,2,2,有,無,12630000,79736,坡道平面,34.98,1400000,,RPOOMLKKRHHGFEF97CB,名軒海樂地,H棟5-8號
淡水區,房地(土地+建物),新北市淡水區沙崙路二段、新市六路一段交叉口,9.93,商,,,1110904,土地1建物1車位0,六層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.61,2,2,1,有,無,6950000,86218,,0.0,0,,RPQOMLKKRHHGFEF18CB,名軒海樂地,J棟3-6號
淡水區,房地(土地+建物),新北市淡水區沙崙路二段、新市六路一段交叉口,9.93,商,,,1110903,土地1建物1車位0,九層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.61,2,2,1,有,無,7170000,88947,,0.0,0,,RPROMLKKRHHGFEF28CB,名軒海樂地,J棟3-9號
淡水區,房地(土地+建物),新北市淡水區沙崙路二段、新市六路一段交叉口,9.93,商,,,1110908,土地1建物1車位0,十二層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.61,2,2,1,有,無,7390000,91676,,0.0,0,,RPSOMLKKRHHGFEF38CB,名軒海樂地,J棟3-12號
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路二段、新市六路一段交叉口,16.69,商,,,1110904,土地1建物1車位1,十四層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,170.16,3,2,2,有,無,14290000,95354,坡道平面,34.98,1400000,,RPTOMLKKRHHGFEF48CB,名軒海樂地,J棟5-14號
新莊區,房地(土地+建物)+車位,新北市新莊區豐盛二街A6-10F,14.38,住,,,1110906,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.98,2,2,2,有,無,15340000,137982,坡道平面,24.75,2200000,,RPRNMLKKRHHGFBF87CB,豐盛,A6棟10F號
新莊區,房地(土地+建物)+車位,新北市新莊區豐盛二街A2-13F,26.36,住,,,1110904,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.47,4,2,2,有,無,22620000,140409,坡道平面,24.75,2300000,,RPSNMLKKRHHGFBF97CB,豐盛,A2棟13F號
泰山區,房地(土地+建物)+車位,新北市泰山區莊泰路,11.92,住,,,1110909,土地1建物1車位1,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.48,2,2,1,有,無,12390000,163749,坡道平面,31.64,2100000,總價含家電,RPSNMLLKRHHGFBF08CB,文華?,A03+-02F號
新莊區,房地(土地+建物)+車位,新北市新莊區中正路382號,16.61,住,,,1110902,土地6建物1車位1,十五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.08,2,2,2,有,無,15880000,167075,坡道平面,24.5,2250000,,RPVOMLLKRHHGFBF48CB,全坤峰碩,A棟A5-15F號
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段,23.84,住,,,1110909,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.35,3,2,2,有,無,14000000,97372,坡道平面,26.49,1550000,,RPRNMLLKRHHGFEF28CB,富麗欣,B棟1號
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段,18.9,住,,,1110903,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.81,2,2,1,有,無,11000000,93269,坡道平面,26.49,1550000,,RPTNMLLKRHHGFEF48CB,富麗欣,A棟6號
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路二段、新市六路一段交叉口,16.61,商,,,1110904,土地1建物1車位1,十四層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.82,3,2,2,有,無,13840000,92257,坡道平面,34.98,1400000,,RPVNMLLKRHHGFEF68CB,名軒海樂地,J棟6-14號
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段,16.71,住,,,1110901,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.07,2,2,1,有,無,10100000,96562,坡道平面,26.49,1450000,,RPWNMLLKRHHGFEF78CB,富麗欣,A棟3號
淡水區,房地(土地+建物),新北市淡水區沙崙路二段、新市六路一段交叉口,9.88,商,,,1110903,土地1建物1車位0,五層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.24,1,1,1,有,無,7180000,89482,,0.0,0,,RPXNMLLKRHHGFEF88CB,名軒海樂地,B棟7-5號
淡水區,房地(土地+建物),新北市淡水區中正東路2段5巷,13.67,住,,,1110903,土地16建物1車位0,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,77.49,2,1,1,有,無,8750000,112918,,0.0,0,交易總價含下列非屬預售屋價格之費用:含裝潢費；含傢俱設備費；,RPQNMLMKRHHGFEF28CB,湯泉紅樹林,B棟B12-3F號
淡水區,房地(土地+建物),新北市淡水區中正東路2段5巷,9.47,住,,,1110903,土地16建物1車位0,六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,53.47,1,1,1,有,無,6280000,117449,,0.0,0,交易總價含下列非屬預售屋價格之費用:含裝潢費；含傢俱設備費；,RPSNMLMKRHHGFEF48CB,湯泉紅樹林,B棟B15-6F號
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路2段5巷,13.37,住,,,1110906,土地16建物1車位1,十五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.59,2,1,1,有,無,10360000,116026,坡道平面,29.09,1600000,交易總價含下列非屬預售屋價格之費用:含裝潢費；含傢俱設備費；,RPTNMLMKRHHGFEF58CB,湯泉紅樹林,B棟B3-15F號
板橋區,房地(土地+建物)+車位,新北市板橋區南雅西路,14.89,住,,,1110906,土地24建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.87,3,1,2,有,無,25890000,176042,坡道平面,25.3,2200000,8F含）以下樓層為SRC建築9F~24F為RC建築,RPPNMLMKRHHGFAF77CB,新美齊?世代,D棟E1-16F號
板橋區,房地(土地+建物)+車位,新北市板橋區南雅西路,14.0,住,,,1110910,土地24建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.81,3,1,2,有,無,25360000,181488,坡道平面,25.3,2400000,8F含）以下樓層為SRC建築9F~24F為RC建築,RPRNMLMKRHHGFAF97CB,新美齊?世代,D棟F5-20F號
土城區,房地(土地+建物)+車位,新北市土城區延和路39巷,24.95,住,,,1110904,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.13,3,2,2,有,無,21170000,142276,坡道平面,36.5,2300000,,RPPOMLMKRHHGFAF87CB,安和琉域,D2-2F號
土城區,房地(土地+建物)+車位,新北市土城區延和路39巷,24.95,住,,,1110903,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.13,3,2,2,有,無,21530000,146498,坡道平面,36.5,2100000,,RPROMLMKRHHGFAF08CB,安和琉域,D2-9F號
新莊區,房地(土地+建物)+車位,新北市新莊區思源路與中央東路交岔口,8.97,商,,,1110905,土地1建物1車位1,二十四層,32,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,113.36,2,2,1,有,無,19700000,206758,坡道平面,28.72,2200000,,RPTNMLMKRHHGFBF28CB,長虹PARK32,A棟A6-24F號
新莊區,房地(土地+建物)+車位,新北市新莊區思源路與中央東路交岔口,8.97,商,,,1110901,土地1建物1車位1,二十一層,32,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,113.36,2,2,1,有,無,19550000,204986,坡道平面,28.72,2200000,,RPUNMLMKRHHGFBF38CB,長虹PARK32,A棟A6-21F號
新莊區,房地(土地+建物)+車位,新北市新莊區思源路與中央東路交岔口,8.97,商,,,1110903,土地1建物1車位1,二十三層,32,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,113.36,2,2,1,有,無,19380000,201796,坡道平面,28.72,2300000,,RPXNMLMKRHHGFBF68CB,長虹PARK32,A棟A2-23F號
新莊區,房地(土地+建物)+車位,新北市新莊區思源路與中央東路交岔口,8.97,商,,,1110901,土地1建物1車位1,二十二層,32,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,113.36,2,2,1,有,無,19250000,201441,坡道平面,28.72,2200000,,RPOOMLMKRHHGFBF87CB,長虹PARK32,A棟A2-22F號
三重區,房地(土地+建物)+車位,新北市三重區頂文路1-1號,15.97,住,,,1110901,土地5建物1車位1,十一層,25,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,106.13,2,2,1,有,無,16840000,203957,坡道平面,33.86,2100000,,RPPNMLMKRHHGFGF38CB,新濠漾II 紐約公園,A7棟11號
三重區,房地(土地+建物)+車位,新北市三重區五谷王北街75巷,14.38,住,,,1110902,土地9建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.9,2,2,1,有,無,14660000,178036,坡道平面,23.51,1950000,,RPPOMLMKRHHGFGF48CB,市政官邸1號,A棟12號
三重區,房地(土地+建物)+車位,新北市三重區五谷王北街75巷,23.04,住,,,1110905,土地9建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.09,3,2,2,有,無,22150000,173997,坡道平面,25.72,2250000,,RPQOMLMKRHHGFGF58CB,市政官邸1號,A棟03號
新店區,房地(土地+建物)+車位,新北市新店區中山路,18.35,住,,,1110909,土地2建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.07,3,2,2,有,無,21750000,216470,坡道平面,25.76,2850000,,RPPNMLMKRHHGFCF97CB,漢皇吾岳,B棟C2/8F號
新店區,房地(土地+建物)+車位,新北市新店區斯馨路日月街口,21.02,住,,,1110902,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.84,3,2,2,有,無,23770000,210317,坡道平面,30.42,2650000,,RPVNMLMKRHHGFCF58CB,鼎實唯我,B棟B2號
新店區,房地(土地+建物)+車位,新北市新店區斯馨路日月街口,21.02,住,,,1110908,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.84,3,2,2,有,無,24700000,219578,坡道平面,30.42,2650000,,RPWNMLMKRHHGFCF68CB,鼎實唯我,B棟B3號
新店區,房地(土地+建物),新北市新店區斯馨路日月街口,16.88,住,,,1110906,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.2,2,2,2,有,無,17930000,220813,,0.0,0,,RPXNMLMKRHHGFCF78CB,鼎實唯我,B棟B4號
樹林區,房地(土地+建物),新北市樹林區中山路一段129-133號,7.27,商,,,1110902,土地3建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,65.8,2,1,1,有,無,11000000,167173,,0.0,0,,RPPNMLNKRHHGFIF68CB,全邑興.美,A棟8-5號
樹林區,房地(土地+建物),新北市樹林區中山路一段129-133號,11.06,商,,,1110904,土地3建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,100.06,3,2,2,有,無,16560000,165501,,0.0,0,,RPQNMLNKRHHGFIF78CB,全邑興.美,A棟10-3號
