鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
汐止區,房地(土地+建物)+車位,新北市汐止區新臺五路二段238巷,12.74,住,,,1110824,土地16建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.99,1,1,1,有,無,9900000,114805,坡道平面,37.0,1750000,,RPQNMLQKRHHGFDF58CB,星野之森-沐石,A棟12號
汐止區,房地(土地+建物)+車位,新北市汐止區新臺五路二段238巷,15.63,住,,,1110825,土地13建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.98,2,1,1,有,無,12100000,118582,坡道平面,37.12,1800000,,RPUNMLQKRHHGFDF98CB,星野之森-沐月,B棟13號
汐止區,房地(土地+建物)+車位,新北市汐止區新臺五路二段238巷,23.21,住,,,1110825,土地13建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.63,3,1,2,有,無,17880000,122014,坡道平面,37.12,2200000,,RPVNMLQKRHHGFDF09CB,星野之森-沐月,A棟02號
新莊區,房地(土地+建物),新北市新莊區思源路與中央東路交岔口,8.97,商,,,1110827,土地1建物1車位0,十一層,32,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,84.64,2,2,1,有,無,16400000,193762,,0.0,0,,RPVNMLQKRHHGFBF88CB,長虹PARK32,A棟A2-11F號
新莊區,房地(土地+建物)+車位,新北市新莊區思源路與中央東路交岔口,8.97,商,,,1110828,土地1建物1車位1,二十一層,32,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,113.36,2,2,1,有,無,19000000,198488,坡道平面,28.72,2200000,,RPWNMLQKRHHGFBF98CB,長虹PARK32,A棟A2-21F號
林口區,房地(土地+建物)+車位,新北市林口區信義路,22.18,商,,,1110831,土地3建物1車位2,十四層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,255.4,3,2,2,有,無,33410000,150209,坡道平面,63.6,4600000,,RPPNMLRKRHHGFBF38CB,林口珍境,A棟14號
林口區,房地(土地+建物)+車位,新北市林口區信義路,17.58,商,,,1110829,土地3建物1車位1,二十層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,183.82,3,2,2,有,無,24180000,145244,坡道平面,31.8,2100000,,RPQNMLRKRHHGFBF48CB,林口珍境,B棟20號
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段,28.36,住,,,1110821,土地3建物1車位1,二十二層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.82,3,2,2,有,無,14730000,101253,坡道平面,28.17,1400000,交易總價含下列非屬預售屋價格之費用:含裝潢費；含傢俱設備費；,RPPNMLSKRHHGFEF78CB,台北灣銀河,F棟1號
淡水區,房地(土地+建物),新北市淡水區新市一路一段,16.59,住,,,1110821,土地3建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,78.79,2,2,1,有,無,7290000,92524,,0.0,0,交易總價含下列非屬預售屋價格之費用:含裝潢費；含傢俱設備費；,RPQNMLSKRHHGFEF88CB,台北灣銀河,Ａ棟12號
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段,22.47,住,,,1110821,土地3建物1車位1,十五層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.16,3,2,2,有,無,10430000,85570,坡道平面,25.88,1250000,交易總價含下列非屬預售屋價格之費用:含裝潢費；含傢俱設備費；,RPRNMLSKRHHGFEF98CB,台北灣銀河,F棟3號
