鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
新店區,房地(土地+建物)+車位,新北市新店區中興路一段５９號旁,19.1,住,,,1110513,土地22建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,187.57,3,2,2,有,無,29920000,193130,坡道平面,44.04,2200000,雨遮面積登記不計價,RPVNMLQKNHHGFCF58CB,鼎隆江晏,A5-13F號
中和區,房地(土地+建物)+車位,新北市中和區建八路,152.72,工,,,1110511,土地1建物1車位4,二層,17,廠辦,見其他登記事項,鋼筋混凝土造,,1011.71,0,0,0,無,無,118800000,121530,坡道平面,100.0,8000000,,RPPNMLQKNHHGFHF48CB,台灣科技公園,A棟5號
中和區,房地(土地+建物)+車位,新北市中和區建八路,75.19,工,,,1110511,土地1建物1車位2,二層,17,廠辦,見其他登記事項,鋼筋混凝土造,,498.98,0,0,0,無,無,59800000,124282,坡道平面,50.0,4000000,,RPQNMLQKNHHGFHF58CB,台灣科技公園,A棟6號
中和區,房地(土地+建物)+車位,新北市中和區建八路,89.12,工,,,1110511,土地1建物1車位3,二層,17,廠辦,見其他登記事項,鋼筋混凝土造,,644.12,0,0,0,無,無,78280000,127003,坡道平面,75.0,6000000,,RPRNMLQKNHHGFHF68CB,台灣科技公園,A棟7號
三重區,房地(土地+建物)+車位,新北市三重區頂文路1-1號,15.97,住,,,1110513,土地5建物1車位1,二十三層,25,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,106.13,2,2,1,有,無,17540000,208108,坡道平面,33.86,2500000,,RPPNMLRKNHHGFGF48CB,新濠漾II 紐約公園,A2棟23號
土城區,房地(土地+建物)+車位,新北市土城區莊園街11號旁,27.91,住,,,1110512,土地1建物1車位1,二十八層,33,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,177.55,3,2,2,有,無,26970000,172324,坡道平面,34.97,2400000,,RPROMLRKNHHGFAF18CB,大同莊園III,A棟A1-28F號
土城區,房地(土地+建物)+車位,新北市土城區莊園街11號旁,47.29,住,,,1110512,土地1建物1車位1,二十九層,32,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,276.49,4,2,3,有,無,44060000,173526,坡道平面,34.97,2150000,,RPUOMLRKNHHGFAF48CB,大同莊園III,B棟B1-29F號
土城區,房地(土地+建物)+車位,新北市土城區莊園街11號旁,41.05,住,,,1110514,土地1建物1車位2,二十八層,32,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,279.34,4,2,3,有,無,41620000,178223,坡道平面,69.94,4300000,,RPVOMLRKNHHGFAF58CB,大同莊園III,B棟B3-28F號
土城區,房地(土地+建物),新北市土城區莊園街11號旁,15.6,住,,,1110513,土地1建物1車位0,十三層,30,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,79.87,2,2,1,有,無,13350000,167147,,0.0,0,,RPPPMLRKNHHGFAF08CB,大同莊園III,C棟C7-13F號
土城區,房地(土地+建物)+車位,新北市土城區莊園街11號旁,15.76,住,,,1110512,土地1建物1車位1,二十三層,30,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,115.55,2,2,1,有,無,17280000,189625,坡道平面,34.97,2000000,,RPQPMLRKNHHGFAF18CB,大同莊園III,C棟C8-23F號
淡水區,房地(土地+建物)+車位,新北市淡水區八勢一街,16.38,住,,,1110516,土地2建物1車位1,十二層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,116.59,2,2,1,有,無,12180000,126622,坡道平面,30.27,1250000,,RPPNMLRKNHHGFEF28CB,岳泰峰碩,A棟8-12號
泰山區,房地(土地+建物)+車位,新北市泰山區莊泰路,11.92,住,,,1110513,土地1建物1車位1,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.48,2,2,1,有,無,11500000,151178,坡道平面,31.64,2000000,總價含家電,RPQNMLRKNHHGFBF08CB,文華?,A03+-04F號
泰山區,房地(土地+建物)+車位,新北市泰山區莊泰路,12.27,住,,,1110512,土地1建物1車位1,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.33,2,1,1,有,無,11900000,153038,坡道平面,31.64,2000000,總價含家電,RPRNMLRKNHHGFBF18CB,文華?,A07-02F號
五股區,房地(土地+建物)+車位,新北市五股區新城八路,9.12,住,,,1110511,土地7建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.63,2,1,1,有,無,9180000,137066,坡道平面,26.8,2350000,交易總價含下列非屬預售屋價格之費用:家電費:0元,RPOOMLRKNHHGFBF97CB,芳洲漾,B7棟5F號
五股區,房地(土地+建物)+車位,新北市五股區新城八路,9.12,住,,,1110512,土地7建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.28,2,1,1,有,無,9180000,136556,坡道平面,24.63,2400000,交易總價含下列非屬預售屋價格之費用:家電費:0元,RPPOMLRKNHHGFBF08CB,芳洲漾,A7棟6F號
新莊區,房地(土地+建物)+車位,新北市新莊區新知三路,17.42,商,,,1110514,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.4,3,2,2,有,無,20550000,143667,坡道平面,25.11,2550000,,RPSOMLRKNHHGFBF38CB,莫內花園,A棟A7-8F號
淡水區,房地(土地+建物)+車位,新北市淡水區新春街125巷,21.16,住,,,1110511,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.69,2,2,1,有,無,9180000,89544,坡道平面,39.46,1190000,,RPPOMLSKNHHGFEF48CB,益翔樂多多,D棟1號
淡水區,房地(土地+建物)+車位,新北市淡水區八勢一街,20.28,住,,,1110515,土地2建物1車位1,十一層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,138.73,3,2,1,有,無,14070000,120665,坡道平面,32.9,1300000,,RPQOMLSKNHHGFEF58CB,岳泰峰碩,A棟10-11號
新店區,房地(土地+建物)+車位,新北市新店區斯馨路、十四張路口,35.69,住,,,1110511,土地3建物1車位1,三十二層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,193.34,3,2,2,有,無,41900000,234529,坡道平面,25.77,2600000,,RPQNMLSKNHHGFCF28CB,聯上澐朗,B棟B1-32F號
新店區,房地(土地+建物)+車位,新北市新店區斯馨路一段/十四張路交叉口,35.68,住,,,1110511,土地1建物1車位1,十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,195.81,4,2,2,有,無,35100000,197181,坡道平面,30.48,2500000,,RPXNMLSKNHHGFCF98CB,?翔,B棟10號
新店區,房地(土地+建物)+車位,新北市新店區斯馨路一段/十四張路交叉口,29.46,住,,,1110515,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.93,3,2,2,有,無,27900000,187248,坡道平面,30.48,2350000,,RPROMLSKNHHGFCF48CB,?翔,C棟12號
新店區,房地(土地+建物)+車位,新北市新店區斯馨路一段/十四張路交叉口,35.71,住,,,1110517,土地1建物1車位1,五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,195.94,4,2,2,有,無,35300000,199142,坡道平面,30.48,2350000,,RPSOMLSKNHHGFCF58CB,?翔,A棟05號
淡水區,房地(土地+建物)+車位,新北市淡水區竹林路,64.53,住,,,1110513,土地14建物1車位1,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.29,4,2,2,有,無,28910000,144497,坡道平面,24.75,2100000,,RPWOMLTKNHHGFEF66CB,森原樹．樹之泉,C棟C7-13F號
五股區,房地(土地+建物)+車位,新北市五股區新五路三段,10.3,住,,,1110511,土地4建物1車位1,六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.49,2,2,1,有,無,10220000,125414,坡道平面,21.67,0,交易總價含下列非屬預售屋價格之費用:家電費:0元,RPTNMLTKNHHGFBF58CB,天空之邑,A11棟6F號
林口區,房地(土地+建物)+車位,新北市林口區文化北路二段550巷30弄,41.51,住,,,1110517,土地5建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.15,3,2,2,有,無,15160000,105756,坡道平面,28.24,1950000,,RPXNMLLLNHHGFBF28CB,松柏硯,A棟1號
林口區,房地(土地+建物)+車位,新北市林口區文化北路二段550巷30弄,41.51,住,,,1110517,土地5建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.15,3,2,2,有,無,15220000,105436,坡道平面,28.24,2050000,,RPOOMLLLNHHGFBF47CB,松柏硯,A棟3號
林口區,房地(土地+建物)+車位,新北市林口區文化北路二段550巷30弄,41.51,住,,,1110517,土地5建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.15,3,2,2,有,無,13840000,95989,坡道平面,28.24,1850000,,RPPOMLLLNHHGFBF57CB,松柏硯,A棟3號
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段,21.6,住,,,1110511,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.29,3,2,2,有,無,12370000,94301,坡道平面,26.49,1450000,,RPQNMLLLNHHGFEF87CB,富麗欣,A棟7號
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段,21.6,住,,,1110519,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.29,3,2,2,有,無,12370000,94301,坡道平面,26.49,1450000,,RPRNMLLLNHHGFEF97CB,富麗欣,A棟7號
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路二段、新市六路一段交叉口,16.76,商,,,1110519,土地1建物1車位1,八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.1,3,2,2,有,無,12130000,79562,坡道平面,34.98,1300000,,RPWNMLLLNHHGFEF48CB,名軒海樂地,E棟1-8號
淡水區,房地(土地+建物),新北市淡水區沙崙路二段、新市六路一段交叉口,9.93,商,,,1110515,土地1建物1車位0,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.35,2,2,1,有,無,6260000,76951,,0.0,0,,RPPOMLLLNHHGFEF87CB,名軒海樂地,H棟3-3號
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路二段、新市六路一段交叉口,15.65,商,,,1110516,土地1建物1車位1,五層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.55,3,2,2,有,無,11120000,77761,坡道平面,34.98,1200000,,RPQOMLLLNHHGFEF97CB,名軒海樂地,I棟1-5號
中和區,房地(土地+建物),新北市中和區連勝街26巷,10.32,住,,,1110520,土地4建物1車位0,五層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,75.9,2,2,2,有,無,15380000,202635,,0.0,0,,RPPNMLLLNHHGFHF08CB,虹爵琢悅,A4棟0號
中和區,房地(土地+建物),新北市中和區連勝街26巷,6.64,住,,,1110520,土地4建物1車位0,九層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,48.79,1,1,1,有,無,10150000,208034,,0.0,0,,RPQNMLLLNHHGFHF18CB,虹爵琢悅,A2棟0號
三重區,房地(土地+建物),新北市三重區福德北路88號3樓,11.33,住,,,1110514,土地2建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.35,2,1,1,有,無,17150000,167562,,0.0,0,1.雨遮不計價。2.土地已由8筆整合成2筆。,RPPNMLMLNHHGFGF08CB,寶石心富町,A5戶棟3F號
三重區,房地(土地+建物)+車位,新北市三重區福德北路82號4樓,17.82,住,,,1110517,土地2建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,187.18,3,2,2,有,無,28250000,176539,坡道平面,41.32,2500000,1.雨遮不計價。2.土地已由8筆整合成2筆。,RPSNMLMLNHHGFGF38CB,寶石心富町,A1戶棟4F號
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路1段306號旁工地,14.0,住,,,1110511,土地1建物1車位1,十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.99,2,2,2,有,無,8600000,76390,坡道平面,31.7,1550000,,RPPNMLMLNHHGFEF87CB,新品苑,A1棟10F號
泰山區,房地(土地+建物)+車位,新北市泰山區信華二街,18.5,住,,,1110514,土地9建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.14,3,2,2,有,無,17360000,153506,坡道平面,28.73,2100000,,RPTNMLNLNHHGFBF08CB,新潤潤見築,C棟6號
泰山區,房地(土地+建物)+車位,新北市泰山區信華二街,19.63,住,,,1110515,土地9建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.48,3,2,2,有,無,18650000,151288,坡道平面,28.73,2500000,,RPVNMLNLNHHGFBF28CB,新潤潤見築,C棟1號
泰山區,房地(土地+建物)+車位,新北市泰山區信華二街,21.89,住,,,1110518,土地9建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.48,3,2,2,有,無,20390000,153179,坡道平面,28.73,2200000,,RPOOMLNLNHHGFBF67CB,新潤潤見築,A棟2號
泰山區,房地(土地+建物)+車位,新北市泰山區信華二街,16.23,住,,,1110517,土地9建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.04,3,2,2,有,無,16300000,160797,坡道平面,28.73,2100000,,RPPOMLNLNHHGFBF77CB,新潤潤見築,B棟3號
泰山區,房地(土地+建物)+車位,新北市泰山區信華二街,20.01,住,,,1110515,土地9建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.77,3,2,2,有,無,18390000,149852,坡道平面,28.73,2200000,,RPQOMLNLNHHGFBF87CB,新潤潤見築,B棟1號
泰山區,房地(土地+建物)+車位,新北市泰山區信華二街,19.63,住,,,1110515,土地9建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.48,3,2,2,有,無,18450000,151288,坡道平面,28.73,2300000,,RPROMLNLNHHGFBF97CB,新潤潤見築,C棟1號
泰山區,房地(土地+建物)+車位,新北市泰山區信華二街,21.89,住,,,1110514,土地9建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.48,3,2,2,有,無,20560000,152926,坡道平面,28.73,2400000,,RPTOMLNLNHHGFBF18CB,新潤潤見築,A棟2號
林口區,房地(土地+建物)+車位,新北市林口區文化北路一段299巷,22.14,住,,,1110515,土地1建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,74.06,0,0,0,無,無,8770000,130064,一樓平面,21.24,1900000,,RPWOMLNLNHHGFBF48CB,時尚ONE,A棟1號
林口區,房地(土地+建物)+車位,新北市林口區文化北路一段60巷,40.68,住,,,1110519,土地4建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.64,3,2,2,有,無,21100000,138683,坡道平面,23.8,2400000,,RPOPMLNLNHHGFBF77CB,群祥囍,A-06號
新莊區,房地(土地+建物)+車位,新北市新莊區建國一路,117.29,工,,,1110518,土地2建物1車位4,九層,12,廠辦,工商用,鋼筋混凝土造,,662.98,0,0,0,無,無,74260000,118744,坡道平面,99.08,7300000,,RPPPMLNLNHHGFBF87CB,華固國家置地,A棟A1-09號
新莊區,房地(土地+建物)+車位,新北市新莊區建國一路,136.94,工,,,1110518,土地2建物1車位4,九層,12,廠辦,工商用,鋼筋混凝土造,,757.51,0,0,0,無,無,85570000,118722,坡道平面,99.08,7400000,,RPQPMLNLNHHGFBF97CB,華固國家置地,A棟A2-09號
新莊區,房地(土地+建物)+車位,新北市新莊區建國一路,68.79,工,,,1110518,土地2建物1車位3,九層,12,廠辦,工商用,鋼筋混凝土造,,405.09,0,0,0,無,無,44520000,117812,坡道平面,74.31,5550000,,RPRPMLNLNHHGFBF08CB,華固國家置地,A棟A3-09號
新莊區,房地(土地+建物)+車位,新北市新莊區建國一路,68.98,工,,,1110518,土地2建物1車位3,九層,12,廠辦,工商用,鋼筋混凝土造,,405.96,0,0,0,無,無,43990000,116358,坡道平面,74.31,5400000,,RPSPMLNLNHHGFBF18CB,華固國家置地,A棟A5-09號
新莊區,房地(土地+建物)+車位,新北市新莊區建國一路,68.98,工,,,1110518,土地2建物1車位2,九層,12,廠辦,工商用,鋼筋混凝土造,,381.2,0,0,0,無,無,42050000,116837,坡道平面,49.54,3300000,,RPTPMLNLNHHGFBF28CB,華固國家置地,A棟A6-09號
新莊區,房地(土地+建物)+車位,新北市新莊區建國一路,73.02,工,,,1110518,土地2建物1車位2,九層,12,廠辦,工商用,鋼筋混凝土造,,400.91,0,0,0,無,無,44610000,116804,坡道平面,49.81,3600000,,RPUPMLNLNHHGFBF38CB,華固國家置地,A棟A7-09號
新莊區,房地(土地+建物)+車位,新北市新莊區建國一路,68.98,工,,,1110520,土地2建物1車位2,十層,12,廠辦,工商用,鋼筋混凝土造,,381.19,0,0,0,無,無,42000000,113976,坡道平面,49.54,4200000,,RPVPMLNLNHHGFBF48CB,華固國家置地,B棟B5-10號
新莊區,房地(土地+建物)+車位,新北市新莊區中環路二段及坡雅路口,22.33,住,,,1110513,土地5建物1車位2,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,179.61,3,2,2,有,無,21930000,147608,坡道平面,58.14,4000000,,RPWPMLNLNHHGFBF58CB,新莊科達花園,A棟A5-11F號
新莊區,房地(土地+建物)+車位,新北市新莊區中環路二段及坡雅路口,22.17,住,,,1110518,土地5建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.23,3,2,2,有,無,19740000,146038,坡道平面,29.07,1900000,,RPQQMLNLNHHGFBF08CB,新莊科達花園,B棟B2-07F號
,車位,新北市中和區建八路,0.0,,,,1110519,土地0建物1車位10,地下三層,17,廠辦,停車空間,鋼筋混凝土造,,250.0,0,0,0,無,無,20000000,,坡道平面,250.0,20000000,,RPSNMLNLNHHGFHF58CB,台灣科技公園,A棟5號
汐止區,房地(土地+建物),新北市汐止區民權街二段81巷內,24.56,,鄉村區,乙種建築用地,1110519,土地2建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.0,2,2,1,有,無,11520000,142222,,0.0,0,,RPPNMLNLNHHGFDF87CB,經貿站前,A1棟無號
金山區,房地(土地+建物)+車位,新北市金山區信義路64巷,52.2,住,,,1110520,土地1建物0車位1,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,144.32,3,2,2,有,無,10211500,80221,坡道平面,25.13,650000,,RPQNMLNLNHHGFDF97CB,築馨園,B2-3棟0號
板橋區,房地(土地+建物)+車位,新北市板橋區華江九路,13.12,商,,,1110514,土地3建物1車位1,三層,19,辦公商業大樓,商業用,鋼筋混凝土造,,139.01,0,0,0,無,無,19320000,144366,坡道平面,19.73,2100000,,RPRNMLNLNHHGFAF77CB,帝景5號,B棟06號
板橋區,房地(土地+建物)+車位,新北市板橋區南雅西路,17.24,住,,,1110515,土地24建物1車位1,七層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,181.18,4,1,2,有,無,29600000,175135,坡道平面,25.3,2300000,8F含）以下樓層為SRC建築9F~24F為RC建築,RPTNMLNLNHHGFAF97CB,新美齊?世代,B棟B1-7F號
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路四段,23.16,住,,,1110514,土地4建物1車位1,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,160.31,3,2,2,有,無,22870000,163569,坡道平面,33.33,2100000,雨遮計坪不計價,RPVNMLNLNHHGFAF18CB,統創曜,A棟A7-21F號
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路四段,23.52,住,,,1110511,土地4建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,165.55,3,2,2,有,無,26680000,184390,坡道平面,33.33,2300000,雨遮計坪不計價,RPWNMLNLNHHGFAF28CB,統創曜,B棟B3-16F號
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路四段,29.96,住,,,1110516,土地4建物1車位2,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,234.56,4,2,2,有,無,34380000,180941,坡道平面,66.66,4000000,,RPOOMLNLNHHGFAF57CB,統創曜,A棟A2-08F號
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路四段,23.16,住,,,1110514,土地4建物1車位1,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,160.31,3,2,2,有,無,22270000,158844,坡道平面,33.33,2100000,雨遮計坪不計價,RPUOMLNLNHHGFAF18CB,統創曜,A棟A7-13F號
八里區,房地(土地+建物)+車位,新北市八里區龍形三街,20.27,住,,,1110520,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.86,3,2,2,有,無,11490000,98628,坡道平面,24.64,2000000,,RPQNMLNLNHHGFEF18DB,勤樸天闊,A棟4號
新店區,房地(土地+建物)+車位,新北市新店區央北二路,34.08,住,,,1110518,土地3建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.88,3,2,2,有,無,32030000,206671,坡道平面,40.48,2600000,,RPTNMLOLNHHGFCF28CB,宏盛心中央,B棟B1-2F號
三峽區,房地(土地+建物)+車位,新北市三峽區大德路,12.5,住,,,1110519,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.23,2,2,1,有,無,12370000,143665,坡道平面,41.96,1700000,,RPTNMLOLNHHGFIF88CB,北大富御,C1棟6號
三峽區,房地(土地+建物)+車位,新北市三峽區大德路,16.4,住,,,1110513,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.65,2,2,2,有,無,16880000,154366,坡道平面,41.96,1800000,,RPUNMLOLNHHGFIF98CB,北大富御,C2棟10號
三峽區,房地(土地+建物)+車位,新北市三峽區大德路,12.5,住,,,1110513,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.92,2,2,1,有,無,13030000,151205,坡道平面,38.65,1800000,,RPVNMLOLNHHGFIF09CB,北大富御,C5棟7號
三峽區,房地(土地+建物)+車位,新北市三峽區大德路,12.5,住,,,1110516,土地1建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.23,2,2,1,有,無,12480000,145146,坡道平面,41.96,1700000,,RPWNMLOLNHHGFIF56CB,北大富御,C1棟4號
三峽區,房地(土地+建物)+車位,新北市三峽區大德路,12.5,住,,,1110517,土地1建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.23,2,2,1,有,無,13010000,148243,坡道平面,41.96,2000000,,RPXNMLOLNHHGFIF66CB,北大富御,C1棟9號
三峽區,房地(土地+建物)+車位,新北市三峽區大德路,12.5,住,,,1110519,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.23,2,2,1,有,無,12690000,146627,坡道平面,41.96,1800000,,RPOOMLOLNHHGFIF48CB,北大富御,C1棟8號
